transaction_id,transaction_date,product_id,product_code,product_description,quantity,account_id
T20250414-02435,2025-01-04,229,17,Produto N361,16,1125
T20250414-02436,2023-07-13,278,31,Produto A338,18,1396
T20250414-02437,2023-01-14,202,7,Produto E827,17,1165
T20250414-02438,2025-02-06,218,20,Produto M874,11,1193
T20250414-02439,2025-01-28,294,16,Produto K893,2,1449
T20250414-02440,2025-03-20,243,36,Produto U968,8,1194
T20250414-02441,2023-10-22,222,34,Produto B606,11,1423
T20250414-02442,2023-02-24,230,28,Produto I246,7,1062
T20250414-02443,2023-05-25,288,5,Produto T983,13,1319
T20250414-02444,2024-06-06,202,7,Produto E827,16,1403
T20250414-02445,2024-05-31,213,4,Produto D177,20,1496
T20250414-02446,2023-10-28,267,22,Produto G935,8,1141
T20250414-02447,2023-12-18,262,39,Produto Y699,13,1464
T20250414-02448,2023-04-07,285,29,Produto H688,18,1246
T20250414-02449,2023-03-08,268,44,Produto G994,14,1330
T20250414-02450,2024-02-13,274,29,Produto R437,14,1158
T20250414-02451,2024-05-11,257,40,Produto Q389,20,1313
T20250414-02452,2023-06-29,273,32,Produto P527,8,1337
T20250414-02453,2023-07-17,228,6,Produto B585,10,1018
T20250414-02454,2025-03-24,240,26,Produto H916,8,1253
T20250414-02455,2024-09-30,279,30,Produto W458,13,1226
T20250414-02456,2025-01-27,255,40,Produto I357,1,1250
T20250414-02457,2024-05-12,252,25,Produto P399,11,1256
T20250414-02458,2024-12-14,237,29,Produto T289,5,1308
T20250414-02459,2023-01-13,242,10,Produto Z955,18,1087
T20250414-02460,2024-07-20,288,5,Produto T983,3,1407
T20250414-02461,2024-10-01,250,46,Produto Q690,15,1398
T20250414-02462,2023-04-05,299,38,Produto I435,7,1419
T20250414-02463,2023-06-14,252,25,Produto P399,19,1199
T20250414-02464,2024-08-09,285,29,Produto H688,20,1002
T20250414-02465,2024-08-06,285,29,Produto H688,2,1186
T20250414-02466,2023-07-27,206,25,Produto A407,17,1467
T20250414-02467,2023-04-28,204,18,Produto U337,17,1271
T20250414-02468,2023-03-09,224,32,Produto V634,18,1494
T20250414-02469,2024-04-12,283,47,Produto Q498,20,1270
T20250414-02470,2023-04-09,228,6,Produto B585,9,1317
T20250414-02471,2023-01-24,239,32,Produto G145,12,1414
T20250414-02472,2023-06-11,272,20,Produto E366,5,1243
T20250414-02473,2023-09-20,283,47,Produto Q498,7,1356
T20250414-02474,2023-06-03,258,5,Produto T479,18,1107
T20250414-02475,2023-04-08,267,22,Produto G935,19,1449
T20250414-02476,2023-10-17,242,10,Produto Z955,7,1409
T20250414-02477,2024-02-28,237,29,Produto T289,10,1036
T20250414-02478,2023-06-15,292,48,Produto N194,15,1488
T20250414-02479,2023-05-09,229,17,Produto N361,1,1066
T20250414-02480,2025-02-02,222,34,Produto B606,17,1225
T20250414-02481,2023-12-31,200,20,Produto Z769,10,1479
T20250414-02482,2024-02-17,209,41,Produto C955,6,1220
T20250414-02483,2025-03-08,299,38,Produto I435,9,1136
T20250414-02484,2023-02-16,276,42,Produto I491,17,1050
T20250414-02485,2023-01-29,275,10,Produto U483,1,1096
T20250414-02486,2023-05-07,295,20,Produto Y464,7,1142
T20250414-02487,2024-09-08,295,20,Produto Y464,2,1191
T20250414-02488,2024-02-12,244,2,Produto S837,14,1382
T20250414-02489,2023-12-01,271,10,Produto M881,6,1114
T20250414-02490,2024-12-26,245,19,Produto H791,14,1463
T20250414-02491,2023-11-18,202,7,Produto E827,16,1452
T20250414-02492,2024-12-28,209,41,Produto C955,4,1146
T20250414-02493,2024-11-26,246,11,Produto V318,11,1288
T20250414-02494,2024-05-30,250,46,Produto Q690,4,1215
T20250414-02495,2024-08-11,271,10,Produto M881,1,1225
T20250414-02496,2023-11-13,282,46,Produto P800,11,1475
T20250414-02497,2024-02-01,219,10,Produto O463,18,1418
T20250414-02498,2023-12-25,292,48,Produto N194,5,1205
T20250414-02499,2023-09-05,286,49,Produto Y824,8,1308
T20250414-02500,2024-02-24,228,6,Produto B585,17,1365
T20250414-02501,2025-03-12,289,40,Produto X152,18,1041
T20250414-02502,2024-11-06,212,19,Produto N759,10,1057
T20250414-02503,2023-05-06,291,34,Produto D633,8,1226
T20250414-02504,2023-11-14,278,31,Produto A338,16,1092
T20250414-02505,2023-09-04,201,17,Produto T822,8,1316
T20250414-02506,2025-03-04,267,22,Produto G935,3,1172
T20250414-02507,2025-03-14,262,39,Produto Y699,11,1392
T20250414-02508,2024-05-28,248,13,Produto E317,2,1030
T20250414-02509,2023-02-04,299,38,Produto I435,20,1187
T20250414-02510,2024-10-24,295,20,Produto Y464,17,1087
T20250414-02511,2023-12-29,281,44,Produto C383,1,1175
T20250414-02512,2023-07-08,230,28,Produto I246,17,1461
T20250414-02513,2023-01-23,282,46,Produto P800,13,1222
T20250414-02514,2023-02-10,206,25,Produto A407,13,1250
T20250414-02515,2023-01-23,263,12,Produto O924,4,1018
T20250414-02516,2023-11-04,250,46,Produto Q690,12,1091
T20250414-02517,2024-06-11,203,23,Produto G994,17,1047
T20250414-02518,2024-06-17,270,39,Produto R20,18,1026
T20250414-02519,2023-02-12,207,38,Produto G584,14,1250
T20250414-02520,2024-12-07,280,44,Produto A726,12,1012
T20250414-02521,2024-01-16,243,36,Produto U968,17,1130
T20250414-02522,2024-05-16,223,15,Produto W388,1,1253
T20250414-02523,2023-08-19,276,42,Produto I491,9,1374
T20250414-02524,2024-07-02,209,41,Produto C955,5,1344
T20250414-02525,2024-11-24,264,11,Produto P61,2,1492
T20250414-02526,2024-03-13,203,23,Produto G994,7,1220
T20250414-02527,2024-09-14,217,30,Produto G748,1,1293
T20250414-02528,2023-08-25,210,28,Produto L544,2,1175
T20250414-02529,2024-10-02,299,38,Produto I435,8,1447
T20250414-02530,2023-01-30,223,15,Produto W388,13,1021
T20250414-02531,2024-07-14,212,19,Produto N759,7,1388
T20250414-02532,2023-12-24,225,23,Produto A317,20,1116
T20250414-02533,2023-02-04,224,32,Produto V634,17,1030
T20250414-02534,2024-04-01,269,7,Produto V779,1,1296
T20250414-02535,2024-01-18,258,5,Produto T479,14,1028
T20250414-02536,2023-01-01,280,44,Produto A726,17,1450
T20250414-02537,2023-07-12,284,48,Produto C512,11,1358
T20250414-02538,2024-02-20,280,44,Produto A726,11,1067
T20250414-02539,2023-06-24,263,12,Produto O924,12,1376
T20250414-02540,2023-09-20,226,11,Produto J240,9,1372
T20250414-02541,2023-02-24,284,48,Produto C512,6,1286
T20250414-02542,2023-05-19,221,1,Produto Q257,15,1166
T20250414-02543,2023-04-27,285,29,Produto H688,6,1131
T20250414-02544,2023-03-27,262,39,Produto Y699,18,1391
T20250414-02545,2024-09-06,200,20,Produto Z769,18,1375
T20250414-02546,2024-09-04,227,21,Produto E338,11,1471
T20250414-02547,2024-09-10,282,46,Produto P800,11,1237
T20250414-02548,2023-09-28,218,20,Produto M874,13,1476
T20250414-02549,2024-08-12,288,5,Produto T983,2,1435
T20250414-02550,2023-11-01,207,38,Produto G584,4,1036
T20250414-02551,2023-01-27,260,47,Produto E906,11,1416
T20250414-02552,2024-10-06,208,11,Produto O943,14,1266
T20250414-02553,2024-09-14,213,4,Produto D177,16,1347
T20250414-02554,2023-09-08,292,48,Produto N194,4,1067
T20250414-02555,2023-06-30,205,17,Produto G609,5,1256
T20250414-02556,2024-06-24,224,32,Produto V634,5,1301
T20250414-02557,2024-07-14,263,12,Produto O924,3,1314
T20250414-02558,2024-05-12,272,20,Produto E366,5,1167
T20250414-02559,2023-09-22,229,17,Produto N361,11,1113
T20250414-02560,2024-07-31,259,19,Produto Y316,10,1008
T20250414-02561,2025-03-06,277,26,Produto K965,11,1347
T20250414-02562,2023-05-18,237,29,Produto T289,10,1149
T20250414-02563,2023-03-05,215,39,Produto S284,7,1271
T20250414-02564,2023-05-06,277,26,Produto K965,2,1074
T20250414-02565,2024-09-20,291,34,Produto D633,11,1469
T20250414-02566,2025-02-27,202,7,Produto E827,11,1151
T20250414-02567,2023-06-06,219,10,Produto O463,15,1196
T20250414-02568,2024-01-21,217,30,Produto G748,18,1062
T20250414-02569,2024-06-21,224,32,Produto V634,14,1145
T20250414-02570,2023-12-19,230,28,Produto I246,7,1219
T20250414-02571,2023-08-06,207,38,Produto G584,16,1266
T20250414-02572,2024-01-12,220,1,Produto C925,7,1132
T20250414-02573,2024-01-30,298,33,Produto B166,20,1163
T20250414-02574,2023-03-04,288,5,Produto T983,4,1252
T20250414-02575,2023-02-16,224,32,Produto V634,13,1112
T20250414-02576,2023-10-15,216,40,Produto Y349,16,1265
T20250414-02577,2023-05-23,234,39,Produto T940,14,1066
T20250414-02578,2023-10-13,238,16,Produto K344,9,1149
T20250414-02579,2024-04-30,202,7,Produto E827,1,1185
T20250414-02580,2024-02-06,249,33,Produto Y845,9,1301
T20250414-02581,2023-01-21,250,46,Produto Q690,3,1154
T20250414-02582,2023-05-20,243,36,Produto U968,11,1475
T20250414-02583,2023-02-17,277,26,Produto K965,2,1372
T20250414-02584,2024-03-04,281,44,Produto C383,18,1197
T20250414-02585,2023-05-22,243,36,Produto U968,16,1175
T20250414-02586,2024-09-02,262,39,Produto Y699,17,1244
T20250414-02587,2024-10-31,230,28,Produto I246,5,1279
T20250414-02588,2024-02-07,276,42,Produto I491,11,1334
T20250414-02589,2025-01-16,261,14,Produto Y220,1,1358
T20250414-02590,2025-03-02,255,40,Produto I357,17,1109
T20250414-02591,2024-12-30,248,13,Produto E317,18,1479
T20250414-02592,2024-06-06,207,38,Produto G584,9,1262
T20250414-02593,2023-02-14,243,36,Produto U968,12,1218
T20250414-02594,2024-08-31,222,34,Produto B606,6,1419
T20250414-02595,2024-08-25,249,33,Produto Y845,17,1048
T20250414-02596,2023-07-12,277,26,Produto K965,7,1243
T20250414-02597,2024-12-27,287,16,Produto O164,6,1040
T20250414-02598,2024-06-14,264,11,Produto P61,3,1184
T20250414-02599,2023-05-04,287,16,Produto O164,19,1468
T20250414-02600,2023-07-04,274,29,Produto R437,16,1356
T20250414-02601,2023-07-10,260,47,Produto E906,14,1348
T20250414-02602,2025-03-01,200,20,Produto Z769,19,1498
T20250414-02603,2023-03-15,201,17,Produto T822,9,1372
T20250414-02604,2023-04-26,245,19,Produto H791,5,1427
T20250414-02605,2023-03-25,297,5,Produto B500,3,1129
T20250414-02606,2024-01-16,275,10,Produto U483,16,1308
T20250414-02607,2025-01-18,219,10,Produto O463,13,1209
T20250414-02608,2023-07-24,297,5,Produto B500,18,1391
T20250414-02609,2023-06-07,201,17,Produto T822,10,1322
T20250414-02610,2025-01-04,277,26,Produto K965,5,1329
T20250414-02611,2024-08-27,250,46,Produto Q690,7,1394
T20250414-02612,2023-07-19,225,23,Produto A317,16,1394
T20250414-02613,2024-10-05,238,16,Produto K344,14,1140
T20250414-02614,2025-02-03,220,1,Produto C925,7,1462
T20250414-02615,2025-01-03,294,16,Produto K893,4,1263
T20250414-02616,2023-07-11,269,7,Produto V779,12,1020
T20250414-02617,2024-05-06,265,8,Produto W591,14,1480
T20250414-02618,2023-06-16,250,46,Produto Q690,19,1174
T20250414-02619,2024-09-27,249,33,Produto Y845,2,1464
T20250414-02620,2024-12-18,276,42,Produto I491,5,1010
T20250414-02621,2023-11-21,214,17,Produto J937,9,1149
T20250414-02622,2024-07-08,263,12,Produto O924,4,1250
T20250414-02623,2024-10-03,241,5,Produto R208,10,1086
T20250414-02624,2025-01-03,291,34,Produto D633,11,1203
T20250414-02625,2025-03-30,224,32,Produto V634,6,1042
T20250414-02626,2024-11-19,299,38,Produto I435,14,1486
T20250414-02627,2023-02-08,245,19,Produto H791,18,1264
T20250414-02628,2025-01-10,233,14,Produto G422,15,1124
T20250414-02629,2024-07-23,252,25,Produto P399,9,1173
T20250414-02630,2023-02-25,287,16,Produto O164,11,1255
T20250414-02631,2023-09-02,267,22,Produto G935,7,1256
T20250414-02632,2024-05-25,241,5,Produto R208,7,1340
T20250414-02633,2024-08-09,242,10,Produto Z955,20,1315
T20250414-02634,2023-05-13,293,45,Produto I337,2,1034
T20250414-02635,2025-02-19,277,26,Produto K965,8,1169
T20250414-02636,2023-01-08,275,10,Produto U483,20,1096
T20250414-02637,2023-04-20,286,49,Produto Y824,14,1077
T20250414-02638,2023-05-10,289,40,Produto X152,12,1445
T20250414-02639,2023-12-28,200,20,Produto Z769,3,1294
T20250414-02640,2024-01-20,244,2,Produto S837,15,1468
T20250414-02641,2023-12-30,204,18,Produto U337,18,1451
T20250414-02642,2024-06-21,297,5,Produto B500,3,1257
T20250414-02643,2024-07-25,298,33,Produto B166,17,1190
T20250414-02644,2024-01-30,298,33,Produto B166,15,1374
T20250414-02645,2023-10-10,240,26,Produto H916,20,1321
T20250414-02646,2024-05-20,203,23,Produto G994,15,1374
T20250414-02647,2024-09-05,211,7,Produto F213,7,1180
T20250414-02648,2024-05-18,288,5,Produto T983,16,1111
T20250414-02649,2023-11-08,276,42,Produto I491,10,1170
T20250414-02650,2023-02-19,265,8,Produto W591,20,1168
T20250414-02651,2024-04-29,295,20,Produto Y464,11,1223
T20250414-02652,2024-07-01,284,48,Produto C512,10,1305
T20250414-02653,2023-11-19,268,44,Produto G994,15,1067
T20250414-02654,2024-03-24,293,45,Produto I337,15,1124
T20250414-02655,2023-01-03,264,11,Produto P61,18,1050
T20250414-02656,2023-09-15,215,39,Produto S284,15,1024
T20250414-02657,2024-06-25,238,16,Produto K344,4,1478
T20250414-02658,2024-02-28,267,22,Produto G935,14,1421
T20250414-02659,2023-09-11,255,40,Produto I357,16,1438
T20250414-02660,2024-11-10,293,45,Produto I337,13,1201
T20250414-02661,2025-01-01,226,11,Produto J240,9,1021
T20250414-02662,2024-02-18,240,26,Produto H916,5,1473
T20250414-02663,2023-03-08,272,20,Produto E366,13,1242
T20250414-02664,2023-10-21,284,48,Produto C512,16,1426
T20250414-02665,2023-02-22,249,33,Produto Y845,4,1051
T20250414-02666,2024-05-24,246,11,Produto V318,2,1109
T20250414-02667,2025-02-28,280,44,Produto A726,17,1272
T20250414-02668,2023-12-03,200,20,Produto Z769,17,1305
T20250414-02669,2023-03-27,227,21,Produto E338,17,1069
T20250414-02670,2025-01-07,236,44,Produto M279,15,1412
T20250414-02671,2024-11-11,258,5,Produto T479,4,1131
T20250414-02672,2024-12-14,220,1,Produto C925,14,1490
T20250414-02673,2023-05-13,245,19,Produto H791,10,1456
T20250414-02674,2024-06-29,299,38,Produto I435,8,1094
T20250414-02675,2024-10-01,232,46,Produto Z547,18,1050
T20250414-02676,2023-02-02,239,32,Produto G145,19,1170
T20250414-02677,2023-11-28,258,5,Produto T479,4,1076
T20250414-02678,2024-12-06,234,39,Produto T940,20,1078
T20250414-02679,2023-01-26,244,2,Produto S837,10,1323
T20250414-02680,2024-11-16,247,4,Produto K333,8,1117
T20250414-02681,2023-06-13,297,5,Produto B500,17,1148
T20250414-02682,2024-10-29,250,46,Produto Q690,5,1287
T20250414-02683,2024-04-07,267,22,Produto G935,3,1433
T20250414-02684,2023-03-18,264,11,Produto P61,15,1364
T20250414-02685,2023-01-29,296,46,Produto L885,19,1020
T20250414-02686,2023-07-02,209,41,Produto C955,2,1089
T20250414-02687,2024-05-24,216,40,Produto Y349,19,1397
T20250414-02688,2023-11-16,209,41,Produto C955,1,1288
T20250414-02689,2023-02-23,216,40,Produto Y349,18,1167
T20250414-02690,2023-04-25,214,17,Produto J937,11,1487
T20250414-02691,2023-01-23,224,32,Produto V634,12,1475
T20250414-02692,2024-07-23,284,48,Produto C512,8,1106
T20250414-02693,2023-09-18,222,34,Produto B606,3,1255
T20250414-02694,2024-12-02,235,20,Produto X356,2,1124
T20250414-02695,2024-04-09,262,39,Produto Y699,10,1127
T20250414-02696,2024-10-19,298,33,Produto B166,1,1482
T20250414-02697,2024-04-30,280,44,Produto A726,15,1005
T20250414-02698,2025-01-26,274,29,Produto R437,19,1496
T20250414-02699,2024-07-25,211,7,Produto F213,3,1123
T20250414-02700,2024-03-02,286,49,Produto Y824,15,1118
T20250414-02701,2023-06-25,234,39,Produto T940,13,1430
T20250414-02702,2024-05-18,288,5,Produto T983,18,1407
T20250414-02703,2024-07-03,201,17,Produto T822,14,1412
T20250414-02704,2024-02-18,299,38,Produto I435,4,1019
T20250414-02705,2023-11-27,207,38,Produto G584,15,1498
T20250414-02706,2024-10-26,216,40,Produto Y349,6,1111
T20250414-02707,2024-07-02,254,15,Produto K831,19,1347
T20250414-02708,2024-10-20,277,26,Produto K965,13,1152
T20250414-02709,2023-11-17,254,15,Produto K831,2,1198
T20250414-02710,2024-04-01,209,41,Produto C955,15,1028
T20250414-02711,2025-01-05,267,22,Produto G935,4,1450
T20250414-02712,2023-01-14,239,32,Produto G145,3,1332
T20250414-02713,2025-01-15,259,19,Produto Y316,14,1088
T20250414-02714,2024-05-22,205,17,Produto G609,20,1346
T20250414-02715,2025-03-04,291,34,Produto D633,7,1247
T20250414-02716,2024-01-18,214,17,Produto J937,2,1047
T20250414-02717,2023-11-22,290,6,Produto M816,19,1136
T20250414-02718,2024-07-02,235,20,Produto X356,15,1403
T20250414-02719,2023-01-22,230,28,Produto I246,5,1271
T20250414-02720,2023-10-29,264,11,Produto P61,3,1318
T20250414-02721,2024-06-02,253,36,Produto S238,16,1385
T20250414-02722,2023-06-01,263,12,Produto O924,17,1248
T20250414-02723,2024-10-25,277,26,Produto K965,20,1111
T20250414-02724,2024-03-13,220,1,Produto C925,11,1041
T20250414-02725,2023-03-22,211,7,Produto F213,12,1032
T20250414-02726,2024-11-24,275,10,Produto U483,10,1151
T20250414-02727,2025-01-13,204,18,Produto U337,7,1091
T20250414-02728,2024-01-31,226,11,Produto J240,8,1338
T20250414-02729,2023-09-21,224,32,Produto V634,6,1070
T20250414-02730,2023-05-09,294,16,Produto K893,7,1058
T20250414-02731,2024-01-29,244,2,Produto S837,6,1491
T20250414-02732,2024-01-07,256,42,Produto X273,2,1311
T20250414-02733,2023-08-12,215,39,Produto S284,14,1309
T20250414-02734,2023-06-26,246,11,Produto V318,12,1396
T20250414-02735,2023-11-26,236,44,Produto M279,16,1058
T20250414-02736,2023-04-29,245,19,Produto H791,1,1206
T20250414-02737,2023-04-23,202,7,Produto E827,3,1150
T20250414-02738,2024-07-23,215,39,Produto S284,9,1107
T20250414-02739,2023-05-18,264,11,Produto P61,3,1483
T20250414-02740,2024-04-14,219,10,Produto O463,20,1485
T20250414-02741,2023-07-01,263,12,Produto O924,19,1494
T20250414-02742,2023-09-24,212,19,Produto N759,8,1379
T20250414-02743,2023-05-17,296,46,Produto L885,6,1239
T20250414-02744,2025-03-24,288,5,Produto T983,13,1135
T20250414-02745,2023-02-21,297,5,Produto B500,3,1305
T20250414-02746,2024-09-11,220,1,Produto C925,8,1449
T20250414-02747,2024-06-01,229,17,Produto N361,11,1030
T20250414-02748,2025-01-21,243,36,Produto U968,14,1321
T20250414-02749,2024-06-16,252,25,Produto P399,9,1432
T20250414-02750,2024-01-19,266,19,Produto U706,19,1009
T20250414-02751,2024-12-28,239,32,Produto G145,16,1018
T20250414-02752,2023-12-07,228,6,Produto B585,14,1302
T20250414-02753,2023-01-02,253,36,Produto S238,15,1027
T20250414-02754,2024-12-20,219,10,Produto O463,4,1271
T20250414-02755,2025-03-25,268,44,Produto G994,7,1377
T20250414-02756,2023-08-01,213,4,Produto D177,14,1296
T20250414-02757,2024-10-16,219,10,Produto O463,6,1268
T20250414-02758,2023-07-12,214,17,Produto J937,3,1370
T20250414-02759,2024-10-05,226,11,Produto J240,10,1469
T20250414-02760,2023-02-18,231,3,Produto Q788,19,1396
T20250414-02761,2024-08-17,247,4,Produto K333,5,1199
T20250414-02762,2025-01-14,239,32,Produto G145,20,1231
T20250414-02763,2024-07-10,229,17,Produto N361,12,1374
T20250414-02764,2024-01-14,220,1,Produto C925,13,1438
T20250414-02765,2023-10-07,259,19,Produto Y316,20,1437
T20250414-02766,2023-03-02,297,5,Produto B500,20,1346
T20250414-02767,2024-06-16,271,10,Produto M881,6,1085
T20250414-02768,2024-06-10,247,4,Produto K333,10,1313
T20250414-02769,2024-06-21,228,6,Produto B585,14,1425
T20250414-02770,2024-10-22,215,39,Produto S284,9,1151
T20250414-02771,2024-10-12,264,11,Produto P61,7,1489
T20250414-02772,2024-04-28,239,32,Produto G145,7,1250
T20250414-02773,2023-05-06,225,23,Produto A317,11,1435
T20250414-02774,2023-05-22,231,3,Produto Q788,20,1174
T20250414-02775,2023-04-26,237,29,Produto T289,13,1493
T20250414-02776,2023-07-30,262,39,Produto Y699,5,1190
T20250414-02777,2024-04-05,202,7,Produto E827,12,1149
T20250414-02778,2024-07-15,223,15,Produto W388,14,1144
T20250414-02779,2024-12-23,286,49,Produto Y824,14,1471
T20250414-02780,2023-11-27,208,11,Produto O943,9,1456
T20250414-02781,2024-08-17,212,19,Produto N759,17,1105
T20250414-02782,2024-01-13,219,10,Produto O463,5,1168
T20250414-02783,2024-12-06,225,23,Produto A317,8,1291
T20250414-02784,2025-03-02,229,17,Produto N361,2,1007
T20250414-02785,2023-10-18,249,33,Produto Y845,19,1460
T20250414-02786,2024-11-29,283,47,Produto Q498,5,1478
T20250414-02787,2024-05-27,202,7,Produto E827,16,1106
T20250414-02788,2024-07-12,289,40,Produto X152,8,1367
T20250414-02789,2024-05-27,244,2,Produto S837,10,1093
T20250414-02790,2023-04-03,273,32,Produto P527,12,1192
T20250414-02791,2024-04-22,271,10,Produto M881,3,1356
T20250414-02792,2023-03-19,256,42,Produto X273,11,1179
T20250414-02793,2025-02-03,294,16,Produto K893,3,1153
T20250414-02794,2024-09-18,274,29,Produto R437,17,1285
T20250414-02795,2024-06-10,266,19,Produto U706,4,1448
T20250414-02796,2024-12-19,243,36,Produto U968,5,1044
T20250414-02797,2024-12-28,229,17,Produto N361,13,1034
T20250414-02798,2024-06-10,245,19,Produto H791,11,1460
T20250414-02799,2024-08-11,259,19,Produto Y316,1,1269
T20250414-02800,2025-03-24,238,16,Produto K344,19,1260
T20250414-02801,2024-11-25,244,2,Produto S837,15,1296
T20250414-02802,2023-09-17,264,11,Produto P61,7,1325
T20250414-02803,2024-06-10,252,25,Produto P399,13,1100
T20250414-02804,2023-12-14,254,15,Produto K831,15,1483
T20250414-02805,2024-05-07,295,20,Produto Y464,19,1034
T20250414-02806,2023-09-05,206,25,Produto A407,10,1365
T20250414-02807,2024-09-03,263,12,Produto O924,7,1326
T20250414-02808,2024-03-28,239,32,Produto G145,8,1466
T20250414-02809,2023-08-21,222,34,Produto B606,20,1019
T20250414-02810,2023-10-20,244,2,Produto S837,1,1473
T20250414-02811,2024-10-05,208,11,Produto O943,4,1006
T20250414-02812,2024-07-23,229,17,Produto N361,5,1149
T20250414-02813,2024-04-19,214,17,Produto J937,12,1292
T20250414-02814,2024-05-12,245,19,Produto H791,7,1473
T20250414-02815,2024-08-11,288,5,Produto T983,1,1016
T20250414-02816,2023-12-19,261,14,Produto Y220,1,1484
T20250414-02817,2023-06-24,239,32,Produto G145,9,1112
T20250414-02818,2023-05-15,221,1,Produto Q257,11,1173
T20250414-02819,2024-01-28,260,47,Produto E906,17,1249
T20250414-02820,2023-02-08,200,20,Produto Z769,14,1136
T20250414-02821,2024-02-05,285,29,Produto H688,3,1311
T20250414-02822,2023-04-08,263,12,Produto O924,5,1208
T20250414-02823,2023-10-07,271,10,Produto M881,19,1395
T20250414-02824,2023-04-22,284,48,Produto C512,15,1167
T20250414-02825,2025-03-21,258,5,Produto T479,16,1430
T20250414-02826,2024-12-30,241,5,Produto R208,10,1463
T20250414-02827,2023-06-30,297,5,Produto B500,6,1216
T20250414-02828,2024-08-01,218,20,Produto M874,14,1491
T20250414-02829,2023-07-20,222,34,Produto B606,19,1208
T20250414-02830,2024-12-20,299,38,Produto I435,7,1042
T20250414-02831,2024-12-20,261,14,Produto Y220,7,1366
T20250414-02832,2024-08-28,251,2,Produto U899,14,1317
T20250414-02833,2025-01-16,285,29,Produto H688,10,1393
T20250414-02834,2024-12-03,213,4,Produto D177,13,1092
T20250414-02835,2024-12-29,249,33,Produto Y845,4,1023
T20250414-02836,2024-09-19,259,19,Produto Y316,5,1424
T20250414-02837,2024-02-25,284,48,Produto C512,5,1340
T20250414-02838,2024-05-21,280,44,Produto A726,20,1466
T20250414-02839,2023-06-04,257,40,Produto Q389,15,1289
T20250414-02840,2024-11-10,296,46,Produto L885,4,1230
T20250414-02841,2024-12-28,225,23,Produto A317,17,1276
T20250414-02842,2024-06-18,242,10,Produto Z955,20,1030
T20250414-02843,2023-04-25,286,49,Produto Y824,16,1356
T20250414-02844,2023-11-22,293,45,Produto I337,18,1282
T20250414-02845,2025-01-12,257,40,Produto Q389,19,1340
T20250414-02846,2024-07-09,273,32,Produto P527,15,1012
T20250414-02847,2024-12-23,226,11,Produto J240,4,1060
T20250414-02848,2024-11-22,226,11,Produto J240,11,1243
T20250414-02849,2024-09-10,206,25,Produto A407,4,1018
T20250414-02850,2024-02-15,247,4,Produto K333,14,1196
T20250414-02851,2024-10-13,285,29,Produto H688,2,1049
T20250414-02852,2023-05-19,205,17,Produto G609,14,1175
T20250414-02853,2024-06-07,249,33,Produto Y845,17,1098
T20250414-02854,2023-07-31,275,10,Produto U483,2,1496
T20250414-02855,2024-05-30,225,23,Produto A317,15,1347
T20250414-02856,2023-01-29,217,30,Produto G748,4,1491
T20250414-02857,2024-02-14,272,20,Produto E366,3,1122
T20250414-02858,2025-03-24,220,1,Produto C925,17,1273
T20250414-02859,2023-04-09,299,38,Produto I435,18,1442
T20250414-02860,2023-01-07,287,16,Produto O164,3,1094
T20250414-02861,2024-10-09,276,42,Produto I491,9,1234
T20250414-02862,2023-05-19,232,46,Produto Z547,13,1044
T20250414-02863,2024-01-14,260,47,Produto E906,7,1033
T20250414-02864,2023-10-09,275,10,Produto U483,8,1186
T20250414-02865,2023-02-15,220,1,Produto C925,11,1026
T20250414-02866,2024-03-20,207,38,Produto G584,19,1179
T20250414-02867,2023-01-08,261,14,Produto Y220,9,1329
T20250414-02868,2023-09-30,202,7,Produto E827,11,1119
T20250414-02869,2025-03-29,283,47,Produto Q498,11,1150
T20250414-02870,2023-09-19,285,29,Produto H688,9,1460
T20250414-02871,2023-06-19,225,23,Produto A317,7,1484
T20250414-02872,2024-10-28,294,16,Produto K893,17,1152
T20250414-02873,2024-12-09,294,16,Produto K893,14,1015
T20250414-02874,2024-11-24,210,28,Produto L544,14,1096
T20250414-02875,2023-05-13,290,6,Produto M816,17,1274
T20250414-02876,2025-01-28,260,47,Produto E906,8,1048
T20250414-02877,2025-02-02,232,46,Produto Z547,8,1126
T20250414-02878,2023-02-02,203,23,Produto G994,3,1189
T20250414-02879,2023-10-27,276,42,Produto I491,7,1138
T20250414-02880,2023-02-24,219,10,Produto O463,15,1373
T20250414-02881,2023-10-23,219,10,Produto O463,2,1265
T20250414-02882,2023-05-02,226,11,Produto J240,6,1299
T20250414-02883,2023-11-04,264,11,Produto P61,4,1241
T20250414-02884,2024-11-27,239,32,Produto G145,1,1024
T20250414-02885,2024-01-13,280,44,Produto A726,6,1389
T20250414-02886,2024-10-14,298,33,Produto B166,9,1335
T20250414-02887,2025-03-18,290,6,Produto M816,20,1357
T20250414-02888,2023-04-30,279,30,Produto W458,14,1402
T20250414-02889,2025-03-04,241,5,Produto R208,13,1078
T20250414-02890,2024-08-20,246,11,Produto V318,5,1240
T20250414-02891,2025-01-09,294,16,Produto K893,12,1127
T20250414-02892,2024-12-17,215,39,Produto S284,20,1040
T20250414-02893,2023-07-30,272,20,Produto E366,2,1089
T20250414-02894,2024-09-15,222,34,Produto B606,4,1310
T20250414-02895,2023-02-19,277,26,Produto K965,3,1346
T20250414-02896,2023-04-19,213,4,Produto D177,2,1004
T20250414-02897,2025-01-15,224,32,Produto V634,19,1081
